Report_ID,Date,Location,Department,Category_Tag,Ground_Truth_Severity,Report_Text
D0C4DD92-A,2026-07-27,Loading Dock South,Sanitation,Behavioral,Ordinary,"During the late night shift, a worker was wearing their safety glasses on their forehead while filling out paperwork. Looks a bit untidy and unprofessional. Flattened the mat out with my foot and kept walking."
9BFC02CA-8,2024-12-24,Paint Shop,Fleet Management,Minor Maintenance,Ordinary,"during the mid-day inspection, the bathroom sink faucet has a slow, steady drip. just wanted to note it for the next routine maintenance cycle. wiped it up with a paper towel on my way past."
62DF3CFF-A,2025-03-22,Security Desk,Admin,Minor Slip/Trip,Ordinary,the welcome floor mat in the hallway was slightly bunched up at the corner. Just wanted to note it for the next routine maintenance cycle. Flattened the mat out with my foot and kept walking.
461BF976-B,2024-07-06,Assembly Station Alpha,Quality Assurance,Housekeeping,Ordinary,"during my routine walkthrough, a wet mop was left leaning against the wall instead of being hung up. i just picked it up myself and threw it away."
272B66F1-3,2024-09-26,Visitor Parking Lot,Health & Safety (EHS),Housekeeping,Ordinary,"Just before heading home, someone left their empty coffee cups on the shared workstation. Annoying squeak, but harmless. No action taken, just reporting it for the record."
D652585C-E,2024-03-20,Server Room,IT,Minor Slip/Trip,Ordinary,"while escorting a contractor, a few drops of water were on the floor near the breakroom sink. just wanted to note it for the next routine maintenance cycle. put in a low-priority work order in the system."
F304281E-5,2026-07-29,Rooftop HVAC Unit,Sanitation,Minor Maintenance,Ordinary,"Responding to a strange noise, the doorknob to the supply closet feels a bit loose. Not a huge deal but should be fixed when there is time. Left a sticky note on it for the janitorial staff."
74571758-5,2024-12-07,Warehouse A,Admin,Minor Slip/Trip,Ordinary,"doing a random spot check, a small piece of packing cardboard was left on the floor near the printers. not a huge deal but should be fixed when there is time. left a sticky note on it for the janitorial staff."
71C30505-2,2026-03-20,R&D Lab,Security,Minor Slip/Trip,Ordinary,"doing a random spot check, the welcome floor mat in the hallway was slightly bunched up at the corner. looks a bit untidy and unprofessional. reminded them politely to fix it next time."
4B525F31-E,2026-02-01,Production Line 1,Health & Safety (EHS),Minor Maintenance,Ordinary,"I was walking back from the breakroom and the AC in the admin wing seems to be running a bit warm today. Annoying squeak, but harmless. Wiped it up with a paper towel on my way past."
B08AD843-9,2025-05-10,Server Room,Fleet Management,Behavioral,Ordinary,During the shift handover someone was wearing earbuds in both ears while at their desk. Reminded them politely to fix it next time.
5E14AEB8-9,2024-10-26,Hazardous Waste Bay,Human Resources,Chemical/Hazmat,Critical,"just after lunch, a very strong ammonia smell was making everyone's eyes water in the sector it's a miracle no one was standing underneath when it happened evacuated the immediate area, hit the emergency stop, and called security"
D09BA78D-8,2024-02-22,Assembly Station Alpha,Operations,Behavioral,Ordinary,"during my routine walkthrough, a worker was wearing their safety glasses on their forehead while filling out paperwork. wiped it up with a paper towel on my way past."
DCA29BE9-3,2026-04-15,Main Office,Logistics,Housekeeping,Ordinary,While conducting the monthly audit the main trash bin was overflowing with paper towels. Purely a cosmetic issue but worth logging. No action taken just reporting it for the record.
3923C19C-E,2026-03-16,Hazardous Waste Bay,IT,Fire/Explosion,Critical,"During the late night shift, a tall stack of cardboard boxes was pushed directly against an active space heater. If someone hadn't noticed, this could have caused a fatal incident. Stood guard to prevent anyone from entering the zone while waiting for Hazmat."
B34001FF-3,2024-03-01,Paint Shop,Admin,Behavioral,Ordinary,"While unloading the delivery truck, someone left their lunch in the microwave for too long and it smells Purely a cosmetic issue, but worth logging Left a sticky note on it for the janitorial staff"
D49873CD-F,2025-09-23,Warehouse B,Engineering,Housekeeping,Ordinary,"During the late night shift, muddy footprints were tracked all through the main visitor lobby. No action taken, just reporting it for the record."
54C83316-E,2026-03-30,Production Line 3,Human Resources,Behavioral,Ordinary,"At the start of the morning shift, someone left their lunch in the microwave for too long and it smells."
6542495C-5,2025-05-22,Boiler Room,Admin,Housekeeping,Ordinary,I was walking back from the breakroom and the main trash bin was overflowing with paper towels. It's just a minor inconvenience. Wiped it up with a paper towel on my way past.
CDE3A000-3,2024-06-16,Freight Elevator,Admin,Housekeeping,Ordinary,"Just before heading home, muddy footprints were tracked all through teh main visitor lobby. Just wanted to note it for teh next routine maintnance cycle. Sent a quick email to facilities about it."
01D63A04-E,2025-12-06,Warehouse B,Fleet Management,Minor Slip/Trip,Ordinary,"While calibrating the sensors, a few drops of water were on the floor near the breakroom sink Purely a cosmetic issue, but worth logging I just picked it up myself and threw it away"
B369C4DC-2,2024-05-05,Boiler Room,Admin,Housekeeping,Ordinary,"just after lunch, the whiteboard in the meeting room wasn't erased after the morning huddle. left a sticky note on it for the janitorial staff."
0B836745-1,2025-10-11,Hallway C,Admin,Housekeeping,Ordinary,"At the start of the morning shift, the blue recycling bin is full and needs to be emptied. Someone might stub their toe if they aren't looking. Sent a quick email to facilities about it."
E1CB9B87-F,2025-09-11,Mezzanine Level,R&D,Housekeeping,Ordinary,"Just after lunch, the paper shredder bin is slightly overflowing onto the carpet. Put in a low-priority work order in the system."
75A8EB64-A,2024-01-16,Hazardous Waste Bay,Human Resources,Fire/Explosion,Critical,"Responding to a strange noise, the emergency fire doors at the end of the hall were chained and padlocked shut. Stood guard to prevent anyone from entering the zone while waiting for Hazmat."
560DBDD5-8,2024-03-17,Main Office,Fleet Management,Minor Maintenance,Ordinary,"Doing a random spot check, the doorknob to the supply closet feels a bit loose. No action taken, just reporting it for the record."
DD51C5E4-1,2026-06-16,Server Room,R&D,Minor Slip/Trip,Ordinary,Following up on a previous ticket a few drops of water were on the floor near the breakroom sink. Flattened the mat out with my foot and kept walking.
99A960B1-A,2025-05-05,Boiler Room,Sanitation,Minor Maintenance,Ordinary,"During teh shift handover, teh soap dispenser in teh men's restroom is empty again. Not a huge deal but should be fixed when tehre is time. Wiped it up with a paper towel on my way past."
03B5DEB9-9,2025-02-13,Rooftop HVAC Unit,Admin,Minor Maintenance,Ordinary,"responding to a strange noise, one of the fluorescent overhead lights is flickering annoyingly."
B1267CFF-A,2025-01-06,Mezzanine Level,Quality Assurance,Minor Maintenance,Ordinary,"Doing a random spot check, the yellow paint on the pedestrian walkway lines is starting to fade. Annoying squeak, but harmless. Sent a quick email to facilities about it."
0B06B7F6-6,2026-03-13,Visitor Parking Lot,Human Resources,Behavioral,Ordinary,I was walking back from the breakroom and a worker was wearing their safety glasses on their forehead while filling out paperwork. Wiped it up with a paper towel on my way past.
6D3AE60D-B,2026-02-22,Server Room,R&D,Minor Maintenance,Ordinary,"During teh mid-day inspection, teh doorknob to teh supply closet feels a bit loose. Someone might stub tehir toe if tehy aren't looking. Flattened teh mat out with my foot and kept walking."
E1A32AEF-7,2024-03-25,Boiler Room,Security,Slip/Trip/Fall,Critical,"During the shift handover, the safety guardrail on the second-story mezzanine had been completely removed. This could lead to a severe chemical burn or respiratory damage. Put up red caution tape and logged a high-priority, urgent maintenance ticket."
8FBBF373-0,2025-09-17,Paint Shop,Engineering,Uncategorized,Critical,During my routine walkthrough someone was grinding metal directly next to the open paint-thinner vats. If someone hadn't noticed this could have caused a fatal incident. I immediately locked out the machine (LOTO) and called the shift supervisor.
0C28FE58-8,2025-07-09,Hazardous Waste Bay,Admin,Fire/Explosion,Critical,"At the start of the morning shift, the only fire extinguisher for the welding bay was depressurized and missing its pin. This is an immediate OSHA shutdown violation. Put up red caution tape and logged a high-priority, urgent maintenance ticket."
A63351C5-4,2025-05-07,Warehouse A,R&D,Housekeeping,Ordinary,just after lunch someone left their empty coffee cups on the shared workstation just wanted to note it for the next routine maintenance cycle put in a low-priority work order in the system
457DE1E5-2,2026-07-14,Production Line 3,Logistics,Uncategorized,Ordinary,"During the late night shift, muddy footprints were tracked all through the main visitor lobby I just picked it up myself and threw it away"
B1594A22-C,2025-03-05,Warehouse B,Sanitation,Minor Slip/Trip,Ordinary,"Responding to a strange noise, the welcome floor mat in the hallway was slightly bunched up at the corner. Wiped it up with a paper towel on my way past."
079FDE9F-A,2025-10-29,Boiler Room,IT,Behavioral,Ordinary,"Just after lunch, someone was wearing earbuds in both ears while at their desk Just wanted to note it for the next routine maintenance cycle Flattened the mat out with my foot and kept walking"
EEED827B-1,2024-04-05,Warehouse A,Human Resources,Minor Slip/Trip,Ordinary,"i was walking back from the breakroom and a stray paperclip was on the ground in the hallway. annoying squeak, but harmless. reminded them politely to fix it next time."
A756152D-C,2024-01-13,Production Line 3,Sanitation,Minor Slip/Trip,Ordinary,Just after lunch an extension cord was temporarily taped across the floor for the vacuum. Not a huge deal but should be fixed when there is time. I just picked it up myself and threw it away.
A9E15702-E,2024-02-03,Mezzanine Level,Logistics,Minor Maintenance,Ordinary,"at the start of the morning shift, the doorknob to the supply closet feels a bit loose. sent a quick email to facilities about it."
EA989983-7,2026-09-18,Server Room,Security,Housekeeping,Ordinary,"Walking the perimeter, the whiteboard in the meeting room wasn't erased after the morning huddle. Wiped it up with a paper towel on my way past."
